codigo_comuna,nombre_comuna,pop_total,pop_chilean,pop_foreign,pct_foreign,median_age_chilean,median_age_foreign,mean_schooling_chilean,mean_schooling_foreign,emp_rate_chilean,emp_rate_foreign,dependency_ratio
13122.0,Peñalolén,236478.0,216664.0,18304.0,7.74025490743325,38.0,34.0,12.222863898249809,12.847695541210028,64.7195868375159,77.56749602964531,0.43493061328511357
13605.0,Peñaflor,94402.0,90616.0,3235.0,3.4268341772420077,36.0,34.0,11.981958677958282,12.994342906875543,59.73916291760732,70.5074399084319,0.4611277066662539
